dataset,seq,frame,class,track_id,gt_id_new,old_hid,no_box,top1,top2,margin,cos_theta,v_obs_norm,occlusion,swap_A,swap_B
MOT17,V007,762,S_h,477,96,472,0,0.885822,0.035593,0.850229,,,0.126812,-1.600638,-1.600638
MOT17,V007,762,S_h,479,98,478,0,0.319080,0.027736,0.291343,,,0.592941,0.539373,-1.191661
MOT17,V007,764,S_c,482,89,479,0,0.167120,0.009517,0.157603,,,0.332542,0.631852,-1.012250
MOT17,V007,767,S_h,478,96,477,0,0.514974,0.359809,0.155164,,,0.566225,-0.013642,-0.824010
MOT17,V007,780,S_c,488,141,480,0,0.019013,0.000000,0.019013,,,0.339394,0.930452,-0.959364
MOT17,V007,785,S_c,490,84,478,0,0.312634,0.000000,0.312634,,,0.688525,0.588962,-1.267447
MOT17,V007,785,S_c,491,96,478,0,0.178360,0.000000,0.178360,,,0.440341,0.728961,-1.082319
MOT17,V007,790,S_h,482,98,479,0,0.716109,0.091599,0.624510,,,0.589327,-0.544687,-1.452104
MOT17,V007,794,S_h,478,99,477,0,0.501580,0.007038,0.494542,,,0.474860,-1.311822,-1.311822
MOT17,V007,797,S_h,482,99,478,0,0.648573,0.000000,0.648573,,,0.000000,-1.537264,-1.537264
MOT17,V007,798,S_c,496,98,482,0,0.000000,0.000000,0.000000,,,0.354217,0.747685,-0.919692
MOT17,V007,799,S_h,479,99,482,0,0.756274,0.012369,0.743905,,,0.007177,-0.743905,-1.690612
MOT17,V007,800,S_h,477,97,488,0,0.713285,0.142503,0.570782,,,0.234527,-1.039933,-1.039933
MOT17,V007,804,S_h,488,97,477,0,0.801049,0.291210,0.509839,,,0.293757,-1.155532,-1.155532
MOT17,V007,805,S_h,477,97,477,0,0.839175,0.283886,0.555290,,,0.283677,-1.070050,-1.070050
MOT17,V007,807,S_r,453,71,456,0,0.922698,0.648268,0.274430,0.680617,0.023394,1.000000,-0.566759,-0.566759
MOT17,V007,809,S_r,479,98,496,0,0.821862,0.133023,0.688839,0.594322,0.040302,0.408730,-1.047352,-1.047352
MOT17,V007,809,S_h,496,101,498,0,0.659540,0.301028,0.358512,,,0.369380,-1.047352,-1.047352
MOT17,V007,810,S_r,456,71,453,0,0.746308,0.616702,0.129605,-0.994852,0.005194,0.931992,0.283143,0.283143
MOT17,V007,816,S_h,498,99,479,0,0.480926,0.000000,0.480926,,,0.629482,0.370679,-1.411328
MOT17,V007,824,S_h,482,110,493,0,0.709824,0.264528,0.445296,,,0.532067,-0.958148,-0.958148
MOT17,V007,834,S_h,488,110,482,0,0.565911,0.000000,0.565911,,,1.000000,0.338270,-1.535907
MOT17,V008,420,S_r,505,48,504,0,0.687562,0.554607,0.132955,,0.047627,0.000000,-0.132955,-0.132955
MOT17,V008,422,S_c,506,49,505,0,0.385779,0.000000,0.385779,,,0.619247,0.585144,-1.291576
MOT17,V008,443,S_r,509,124,510,0,0.853433,0.000000,0.853433,0.998888,0.077120,0.000000,-1.805814,-1.805814
MOT17,V008,444,S_h,505,49,506,0,0.000000,0.000000,0.000000,,,0.000000,0.892489,-0.889818
MOT17,V008,445,S_c,513,48,505,0,0.297800,0.000000,0.297800,,,0.434770,0.599986,-1.227053
MOT17,V008,447,S_h,510,124,509,0,0.713209,0.000000,0.713209,,,0.000000,-0.711860,-1.658012
MOT17,V008,463,S_r,505,48,513,0,0.502906,0.484292,0.018614,0.998768,0.143192,0.881279,-0.000371,-0.135984
MOT17,V008,522,S_r,511,54,508,0,0.796621,0.136695,0.659925,0.682884,0.013156,1.000000,-1.432055,-1.432055
MOT17,V008,530,S_h,508,54,508,0,0.396115,0.019821,0.376294,,,1.000000,0.517478,-1.293909
MOT17,V008,558,S_r,511,60,520,0,0.326857,0.312881,0.013976,-0.999616,0.087944,0.855042,0.768023,-0.402306
MOT17,V008,561,S_h,514,52,511,0,0.377906,0.080738,0.297168,,,1.000000,0.530093,-0.952353
MOT17,V008,589,S_h,514,53,512,0,0.627395,0.186205,0.441190,,,1.000000,-0.253647,-1.182638
MOT17,V008,593,S_h,512,54,508,0,0.831434,0.179022,0.652412,,,0.523977,-1.280712,-1.280712
MOT17,V008,602,S_h,508,54,512,0,0.807681,0.130262,0.677419,,,1.000000,-1.543277,-1.543277
MOT17,V008,733,S_h,543,136,542,0,0.558384,0.000000,0.558384,,,0.000000,-1.521343,-1.521343
MOT17,V008,754,S_h,524,83,540,0,0.749158,0.086682,0.662477,,,0.455556,-1.572296,-1.572296
MOT17,V008,755,S_c,550,89,549,0,0.038925,0.000127,0.038798,,,0.262312,0.535038,-0.093376
MOT17,V008,761,S_h,549,84,548,0,0.034129,0.024473,0.009657,,,0.691228,0.822240,-0.985385
MOT17,V008,762,S_h,548,96,543,0,0.885822,0.035593,0.850229,,,0.126812,-1.600638,-1.600638
MOT17,V008,762,S_h,550,98,549,0,0.319080,0.027736,0.291343,,,0.592941,0.539373,-1.191661
MOT17,V008,764,S_c,553,89,550,0,0.167120,0.009517,0.157603,,,0.332542,0.631852,-1.012250
MOT17,V008,767,S_h,549,96,548,0,0.514974,0.359809,0.155164,,,0.566225,-0.013642,-0.824010
MOT17,V008,780,S_c,559,141,551,0,0.019013,0.000000,0.019013,,,0.339394,0.930452,-0.959364
MOT17,V008,785,S_c,561,84,549,0,0.312634,0.000000,0.312634,,,0.688525,0.588962,-1.267447
MOT17,V008,785,S_c,562,96,549,0,0.178360,0.000000,0.178360,,,0.440341,0.728961,-1.082319
MOT17,V008,790,S_h,553,98,550,0,0.716109,0.091599,0.624510,,,0.589327,-0.544687,-1.452104
MOT17,V008,794,S_h,549,99,548,0,0.501580,0.007038,0.494542,,,0.474860,-1.311822,-1.311822
MOT17,V008,797,S_h,553,99,549,0,0.648573,0.000000,0.648573,,,0.000000,-1.537264,-1.537264
MOT17,V008,798,S_c,567,98,553,0,0.000000,0.000000,0.000000,,,0.354217,0.747685,-0.919692
MOT17,V008,799,S_h,550,99,553,0,0.756274,0.012369,0.743905,,,0.007177,-0.743905,-1.690612
MOT17,V008,800,S_h,548,97,559,0,0.713285,0.142503,0.570782,,,0.234527,-1.039933,-1.039933
MOT17,V008,804,S_h,559,97,548,0,0.801049,0.291210,0.509839,,,0.293757,-1.155532,-1.155532
MOT17,V008,805,S_h,548,97,548,0,0.839175,0.283886,0.555290,,,0.283677,-1.070050,-1.070050
MOT17,V008,807,S_r,524,71,527,0,0.922698,0.648268,0.274430,0.680617,0.023394,1.000000,-0.566759,-0.566759
MOT17,V008,809,S_r,550,98,567,0,0.821862,0.133023,0.688839,0.594322,0.040302,0.408730,-1.047352,-1.047352
MOT17,V008,809,S_h,567,101,569,0,0.659540,0.301028,0.358512,,,0.369380,-1.047352,-1.047352
MOT17,V008,810,S_r,527,71,524,0,0.746308,0.616702,0.129605,-0.994852,0.005194,0.931992,0.283143,0.283143
MOT17,V008,816,S_h,569,99,550,0,0.480926,0.000000,0.480926,,,0.629482,0.370679,-1.411328
MOT17,V008,824,S_h,553,110,564,0,0.709824,0.264528,0.445296,,,0.532067,-0.958148,-0.958148
MOT17,V008,834,S_h,559,110,553,0,0.565911,0.000000,0.565911,,,1.000000,0.338270,-1.535907
MOT17,V009,420,S_r,576,48,575,0,0.687562,0.554607,0.132955,,0.047627,0.000000,-0.132955,-0.132955
MOT17,V009,422,S_c,577,49,576,0,0.385779,0.000000,0.385779,,,0.619247,0.585144,-1.291576
MOT17,V009,443,S_r,580,124,581,0,0.853433,0.000000,0.853433,0.998888,0.077120,0.000000,-1.805814,-1.805814
MOT17,V009,444,S_h,576,49,577,0,0.000000,0.000000,0.000000,,,0.000000,0.892489,-0.889818
MOT17,V009,445,S_c,584,48,576,0,0.297800,0.000000,0.297800,,,0.434770,0.599986,-1.227053
MOT17,V009,447,S_h,581,124,580,0,0.713209,0.000000,0.713209,,,0.000000,-0.711860,-1.658012
MOT17,V009,463,S_r,576,48,584,0,0.502906,0.484292,0.018614,0.998768,0.143192,0.881279,-0.000371,-0.135984
MOT17,V009,522,S_r,582,54,579,0,0.796621,0.136695,0.659925,0.682884,0.013156,1.000000,-1.432055,-1.432055
MOT17,V009,530,S_h,579,54,579,0,0.396115,0.019821,0.376294,,,1.000000,0.517478,-1.293909
MOT17,V009,558,S_r,582,60,591,0,0.326857,0.312881,0.013976,-0.999616,0.087944,0.855042,0.768023,-0.402306
MOT17,V009,561,S_h,585,52,582,0,0.377906,0.080738,0.297168,,,1.000000,0.530093,-0.952353
MOT17,V009,589,S_h,585,53,583,0,0.627395,0.186205,0.441190,,,1.000000,-0.253647,-1.182638
MOT17,V009,593,S_h,583,54,579,0,0.831434,0.179022,0.652412,,,0.523977,-1.280712,-1.280712
MOT17,V009,602,S_h,579,54,583,0,0.807681,0.130262,0.677419,,,1.000000,-1.543277,-1.543277
MOT17,V009,733,S_h,614,136,613,0,0.558384,0.000000,0.558384,,,0.000000,-1.521343,-1.521343
MOT17,V009,754,S_h,595,83,611,0,0.749158,0.086682,0.662477,,,0.455556,-1.572296,-1.572296
MOT17,V009,755,S_c,621,89,620,0,0.038925,0.000127,0.038798,,,0.262312,0.535038,-0.093376
MOT17,V009,761,S_h,620,84,619,0,0.034129,0.024473,0.009657,,,0.691228,0.822240,-0.985385
MOT17,V009,762,S_h,619,96,614,0,0.885822,0.035593,0.850229,,,0.126812,-1.600638,-1.600638
MOT17,V009,762,S_h,621,98,620,0,0.319080,0.027736,0.291343,,,0.592941,0.539373,-1.191661
MOT17,V009,764,S_c,624,89,621,0,0.167120,0.009517,0.157603,,,0.332542,0.631852,-1.012250
MOT17,V009,767,S_h,620,96,619,0,0.514974,0.359809,0.155164,,,0.566225,-0.013642,-0.824010
MOT17,V009,780,S_c,630,141,622,0,0.019013,0.000000,0.019013,,,0.339394,0.930452,-0.959364
MOT17,V009,785,S_c,632,84,620,0,0.312634,0.000000,0.312634,,,0.688525,0.588962,-1.267447
MOT17,V009,785,S_c,633,96,620,0,0.178360,0.000000,0.178360,,,0.440341,0.728961,-1.082319
MOT17,V009,790,S_h,624,98,621,0,0.716109,0.091599,0.624510,,,0.589327,-0.544687,-1.452104
MOT17,V009,794,S_h,620,99,619,0,0.501580,0.007038,0.494542,,,0.474860,-1.311822,-1.311822
MOT17,V009,797,S_h,624,99,620,0,0.648573,0.000000,0.648573,,,0.000000,-1.537264,-1.537264
MOT17,V009,798,S_c,638,98,624,0,0.000000,0.000000,0.000000,,,0.354217,0.747685,-0.919692
MOT17,V009,799,S_h,621,99,624,0,0.756274,0.012369,0.743905,,,0.007177,-0.743905,-1.690612
MOT17,V009,800,S_h,619,97,630,0,0.713285,0.142503,0.570782,,,0.234527,-1.039933,-1.039933
MOT17,V009,804,S_h,630,97,619,0,0.801049,0.291210,0.509839,,,0.293757,-1.155532,-1.155532
MOT17,V009,805,S_h,619,97,619,0,0.839175,0.283886,0.555290,,,0.283677,-1.070050,-1.070050
MOT17,V009,807,S_r,595,71,598,0,0.922698,0.648268,0.274430,0.680617,0.023394,1.000000,-0.566759,-0.566759
MOT17,V009,809,S_r,621,98,638,0,0.821862,0.133023,0.688839,0.594322,0.040302,0.408730,-1.047352,-1.047352
MOT17,V009,809,S_h,638,101,640,0,0.659540,0.301028,0.358512,,,0.369380,-1.047352,-1.047352
MOT17,V009,810,S_r,598,71,595,0,0.746308,0.616702,0.129605,-0.994852,0.005194,0.931992,0.283143,0.283143
MOT17,V009,816,S_h,640,99,621,0,0.480926,0.000000,0.480926,,,0.629482,0.370679,-1.411328
MOT17,V009,824,S_h,624,110,635,0,0.709824,0.264528,0.445296,,,0.532067,-0.958148,-0.958148
MOT17,V009,834,S_h,630,110,624,0,0.565911,0.000000,0.565911,,,1.000000,0.338270,-1.535907
MOT17,V010,281,S_r,651,2,653,0,0.881746,0.262946,0.618800,-0.027168,0.030628,1.000000,-0.759668,-1.302068
MOT17,V010,281,S_h,653,7,651,0,0.439858,0.418119,0.021739,,,0.797451,0.687886,-0.748186
MOT17,V010,294,S_r,651,1,652,0,0.962328,0.557175,0.405153,0.844779,0.019979,0.849103,-0.803831,-0.803831
MOT17,V010,296,S_c,656,2,651,0,0.477109,0.311698,0.165411,,,0.912118,0.287724,-0.641257
MOT17,V010,317,S_r,653,29,643,0,0.990425,0.616708,0.373717,0.884496,0.001496,0.823343,-0.746043,-0.746043
MOT17,V010,318,S_h,643,7,653,0,0.397944,0.355931,0.042012,,,1.000000,0.726497,-0.798891
MOT17,V010,360,S_h,653,11,652,0,0.715514,0.057848,0.657665,,,0.781910,0.141752,-1.510326
MOT17,V010,366,S_c,660,29,653,0,0.554832,0.278143,0.276689,,,0.982646,0.155284,-0.730484
MOT17,V010,401,S_r,651,29,653,0,0.984898,0.514087,0.470811,0.999320,0.024975,0.681672,-0.925923,-0.925923
MOT17,V010,419,S_h,643,1,651,0,0.633202,0.165083,0.468119,,,1.000000,0.204321,-1.087210
MOT17,V010,446,S_h,651,12,650,0,0.470018,0.350187,0.119832,,,0.656889,0.230949,0.230949
MOT17,V010,454,S_r,650,12,651,0,0.749042,0.399279,0.349763,0.999847,0.031340,0.729919,-1.007887,-1.007887
MOT17,V010,454,S_r,651,15,650,0,0.944813,0.463564,0.481249,0.951125,0.019710,0.509839,-0.947622,-0.947622
MOT17,V010,460,S_r,645,11,653,0,0.811642,0.357240,0.454402,0.784197,0.070761,0.864407,-0.939360,-0.939360
MOT17,V010,464,S_c,664,13,645,0,0.642354,0.095780,0.546574,,,0.896848,0.391938,-1.488088
MOT17,V010,465,S_h,653,11,645,0,0.584805,0.167073,0.417731,,,0.926453,0.428391,-1.292557
MOT17,V010,491,S_r,643,13,664,0,0.970823,0.176217,0.794606,0.978081,0.010337,0.306047,-1.598774,-1.598774
MOT17,V010,498,S_r,662,14,649,0,0.947111,0.204679,0.742432,0.999730,0.033503,0.454212,-0.670697,-1.515346
MOT17,V010,498,S_h,649,17,662,0,0.403550,0.331815,0.071735,,,0.805310,0.670697,-0.844650
MOT17,V010,502,S_r,649,15,651,0,0.927145,0.287072,0.640073,-0.544386,0.003776,0.537910,-1.316842,-1.316842
MOT17,V010,504,S_h,651,17,649,0,0.361340,0.254327,0.107014,,,0.790509,0.715337,-0.995807
MOT17,V011,281,S_r,676,2,678,0,0.881746,0.262946,0.618800,-0.027168,0.030628,1.000000,-0.759668,-1.302068
MOT17,V011,281,S_h,678,7,676,0,0.439858,0.418119,0.021739,,,0.797451,0.687886,-0.748186
MOT17,V011,294,S_r,676,1,677,0,0.962328,0.557175,0.405153,0.844779,0.019979,0.849103,-0.803831,-0.803831
MOT17,V011,296,S_c,681,2,676,0,0.477109,0.311698,0.165411,,,0.912118,0.287724,-0.641257
MOT17,V011,317,S_r,678,29,668,0,0.990425,0.616708,0.373717,0.884496,0.001496,0.823343,-0.746043,-0.746043
MOT17,V011,318,S_h,668,7,678,0,0.397944,0.355931,0.042012,,,1.000000,0.726497,-0.798891
MOT17,V011,360,S_h,678,11,677,0,0.715514,0.057848,0.657665,,,0.781910,0.141752,-1.510326
MOT17,V011,366,S_c,685,29,678,0,0.554832,0.278143,0.276689,,,0.982646,0.155284,-0.730484
MOT17,V011,401,S_r,676,29,678,0,0.984898,0.514087,0.470811,0.999320,0.024975,0.681672,-0.925923,-0.925923
MOT17,V011,419,S_h,668,1,676,0,0.633202,0.165083,0.468119,,,1.000000,0.204321,-1.087210
MOT17,V011,446,S_h,676,12,675,0,0.470018,0.350187,0.119832,,,0.656889,0.230949,0.230949
MOT17,V011,454,S_r,675,12,676,0,0.749042,0.399279,0.349763,0.999847,0.031340,0.729919,-1.007887,-1.007887
MOT17,V011,454,S_r,676,15,675,0,0.944813,0.463564,0.481249,0.951125,0.019710,0.509839,-0.947622,-0.947622
MOT17,V011,460,S_r,670,11,678,0,0.811642,0.357240,0.454402,0.784197,0.070761,0.864407,-0.939360,-0.939360
MOT17,V011,464,S_c,689,13,670,0,0.642354,0.095780,0.546574,,,0.896848,0.391938,-1.488088
MOT17,V011,465,S_h,678,11,670,0,0.584805,0.167073,0.417731,,,0.926453,0.428391,-1.292557
MOT17,V011,491,S_r,668,13,689,0,0.970823,0.176217,0.794606,0.978081,0.010337,0.306047,-1.598774,-1.598774
MOT17,V011,498,S_r,687,14,674,0,0.947111,0.204679,0.742432,0.999730,0.033503,0.454212,-0.670697,-1.515346
MOT17,V011,498,S_h,674,17,687,0,0.403550,0.331815,0.071735,,,0.805310,0.670697,-0.844650
MOT17,V011,502,S_r,674,15,676,0,0.927145,0.287072,0.640073,-0.544386,0.003776,0.537910,-1.316842,-1.316842
MOT17,V011,504,S_h,676,17,674,0,0.361340,0.254327,0.107014,,,0.790509,0.715337,-0.995807
MOT17,V012,281,S_r,701,2,703,0,0.881746,0.262946,0.618800,-0.027168,0.030628,1.000000,-0.759668,-1.302068
MOT17,V012,281,S_h,703,7,701,0,0.439858,0.418119,0.021739,,,0.797451,0.687886,-0.748186
MOT17,V012,294,S_r,701,1,702,0,0.962328,0.557175,0.405153,0.844779,0.019979,0.849103,-0.803831,-0.803831
MOT17,V012,296,S_c,706,2,701,0,0.477109,0.311698,0.165411,,,0.912118,0.287724,-0.641257
MOT17,V012,317,S_r,703,29,693,0,0.990425,0.616708,0.373717,0.884496,0.001496,0.823343,-0.746043,-0.746043
MOT17,V012,318,S_h,693,7,703,0,0.397944,0.355931,0.042012,,,1.000000,0.726497,-0.798891
MOT17,V012,360,S_h,703,11,702,0,0.715514,0.057848,0.657665,,,0.781910,0.141752,-1.510326
MOT17,V012,366,S_c,710,29,703,0,0.554832,0.278143,0.276689,,,0.982646,0.155284,-0.730484
MOT17,V012,401,S_r,701,29,703,0,0.984898,0.514087,0.470811,0.999320,0.024975,0.681672,-0.925923,-0.925923
MOT17,V012,419,S_h,693,1,701,0,0.633202,0.165083,0.468119,,,1.000000,0.204321,-1.087210
MOT17,V012,446,S_h,701,12,700,0,0.470018,0.350187,0.119832,,,0.656889,0.230949,0.230949
MOT17,V012,454,S_r,700,12,701,0,0.749042,0.399279,0.349763,0.999847,0.031340,0.729919,-1.007887,-1.007887
MOT17,V012,454,S_r,701,15,700,0,0.944813,0.463564,0.481249,0.951125,0.019710,0.509839,-0.947622,-0.947622
MOT17,V012,460,S_r,695,11,703,0,0.811642,0.357240,0.454402,0.784197,0.070761,0.864407,-0.939360,-0.939360
MOT17,V012,464,S_c,714,13,695,0,0.642354,0.095780,0.546574,,,0.896848,0.391938,-1.488088
MOT17,V012,465,S_h,703,11,695,0,0.584805,0.167073,0.417731,,,0.926453,0.428391,-1.292557
MOT17,V012,491,S_r,693,13,714,0,0.970823,0.176217,0.794606,0.978081,0.010337,0.306047,-1.598774,-1.598774
MOT17,V012,498,S_r,712,14,699,0,0.947111,0.204679,0.742432,0.999730,0.033503,0.454212,-0.670697,-1.515346
MOT17,V012,498,S_h,699,17,712,0,0.403550,0.331815,0.071735,,,0.805310,0.670697,-0.844650
MOT17,V012,502,S_r,699,15,701,0,0.927145,0.287072,0.640073,-0.544386,0.003776,0.537910,-1.316842,-1.316842
MOT17,V012,504,S_h,701,17,699,0,0.361340,0.254327,0.107014,,,0.790509,0.715337,-0.995807
MOT17,V013,345,S_r,737,31,735,0,0.478124,0.181182,0.296942,0.530342,0.035384,0.337721,-0.188482,-1.202500
MOT17,V013,355,S_r,737,23,729,0,0.619305,0.532594,0.086711,0.846347,0.144205,0.810983,0.367787,-0.584216
MOT17,V013,355,S_r,729,32,737,0,0.717346,0.262848,0.454498,0.345497,0.056242,0.592214,-0.367787,-0.952003
MOT17,V013,358,S_c,738,56,733,0,0.003868,0.000000,0.003868,,,0.125523,0.968882,-0.911444
MOT17,V013,379,S_c,740,23,737,0,0.065071,0.000000,0.065071,,,0.852535,0.885501,-0.891439
MOT17,V013,380,S_c,741,34,731,0,0.303725,0.111541,0.192183,,,1.000000,0.593215,-1.089171
MOT17,V013,390,S_r,729,31,737,0,0.901456,0.727370,0.174087,0.756283,0.017333,1.000000,-0.181064,-0.181064
MOT17,V013,398,S_h,737,32,729,0,0.166457,0.013627,0.152829,,,1.000000,0.703639,-1.041651
MOT17,V013,423,S_c,745,31,729,0,0.083846,0.000000,0.083846,,,0.733913,0.894058,-1.049616
MOT17,V013,430,S_c,747,57,739,0,0.151790,0.000000,0.151790,,,0.281459,0.745438,-1.033156
MOT17,V013,434,S_r,738,71,739,0,0.824028,0.168084,0.655944,0.649671,0.012658,0.245968,-1.340185,-1.340185
MOT17,V013,447,S_r,735,56,738,0,0.807188,0.010490,0.796698,0.998097,0.085445,0.051843,-1.526385,-1.526385
MOT17,V013,458,S_c,749,59,735,0,0.201658,0.112017,0.089641,,,0.250000,0.696206,-1.007614
MOT17,V013,471,S_c,750,57,747,0,0.147583,0.000000,0.147583,,,0.333333,0.784862,-1.099090
MOT17,V013,533,S_r,751,48,752,0,0.652903,0.107334,0.545569,0.878923,0.103246,1.000000,-1.333621,-1.333621
MOT17,V013,542,S_r,753,46,751,0,0.867413,0.157982,0.709430,-0.006163,0.029277,1.000000,-1.526039,-1.526039
MOT17,V013,561,S_c,759,47,753,0,0.155662,0.020005,0.135656,,,0.498442,0.603972,-1.001934
MOT17,V013,562,S_r,754,68,755,0,0.590115,0.124618,0.465497,0.473459,0.123623,0.036688,-0.402897,-1.115004
MOT17,V013,563,S_h,755,67,756,0,0.459211,0.456347,0.002864,,,0.562791,0.615353,-0.300711
MOT17,V013,563,S_r,749,72,754,0,0.760073,0.029888,0.730185,0.719401,0.074007,0.174684,-0.696543,-1.471621
MOT17,V013,567,S_h,756,66,758,0,0.642789,0.248040,0.394749,,,0.437615,-0.199106,-0.996113
MOT17,V013,567,S_r,754,67,755,0,0.655722,0.447435,0.208287,-0.760034,0.026483,0.564916,-0.417258,-0.417258
MOT17,V013,569,S_r,755,66,756,0,0.727557,0.606486,0.121071,0.891970,0.007907,0.197479,-0.204487,-0.204487
MOT17,V013,569,S_c,760,68,754,0,0.245834,0.097509,0.148325,,,0.353387,0.753345,-0.998574
MOT17,V013,571,S_c,761,73,749,0,0.147161,0.000000,0.147161,,,0.239631,0.769049,-1.121199
MOT17,V013,617,S_r,754,66,755,0,0.872641,0.099960,0.772681,0.714725,0.033582,0.098039,-1.524020,-1.524020
MOT17,V013,654,S_h,742,50,744,0,0.566077,0.065755,0.500322,,,0.141066,-0.500322,-1.380916
MOT17,V014,345,S_r,781,31,779,0,0.478124,0.181182,0.296942,0.530342,0.035384,0.337721,-0.188482,-1.202500
MOT17,V014,355,S_r,781,23,773,0,0.619305,0.532594,0.086711,0.846347,0.144205,0.810983,0.367787,-0.584216
MOT17,V014,355,S_r,773,32,781,0,0.717346,0.262848,0.454498,0.345497,0.056242,0.592214,-0.367787,-0.952003
MOT17,V014,358,S_c,782,56,777,0,0.003868,0.000000,0.003868,,,0.125523,0.968882,-0.911444
MOT17,V014,379,S_c,784,23,781,0,0.065071,0.000000,0.065071,,,0.852535,0.885501,-0.891439
MOT17,V014,380,S_c,785,34,775,0,0.303725,0.111541,0.192183,,,1.000000,0.593215,-1.089171
MOT17,V014,390,S_r,773,31,781,0,0.901456,0.727370,0.174087,0.756283,0.017333,1.000000,-0.181064,-0.181064
MOT17,V014,398,S_h,781,32,773,0,0.166457,0.013627,0.152829,,,1.000000,0.703639,-1.041651
MOT17,V014,423,S_c,789,31,773,0,0.083846,0.000000,0.083846,,,0.733913,0.894058,-1.049616
MOT17,V014,430,S_c,791,57,783,0,0.151790,0.000000,0.151790,,,0.281459,0.745438,-1.033156
MOT17,V014,434,S_r,782,71,783,0,0.824028,0.168084,0.655944,0.649671,0.012658,0.245968,-1.340185,-1.340185
MOT17,V014,447,S_r,779,56,782,0,0.807188,0.010490,0.796698,0.998097,0.085445,0.051843,-1.526385,-1.526385
MOT17,V014,458,S_c,793,59,779,0,0.201658,0.112017,0.089641,,,0.250000,0.696206,-1.007614
MOT17,V014,471,S_c,794,57,791,0,0.147583,0.000000,0.147583,,,0.333333,0.784862,-1.099090
MOT17,V014,533,S_r,795,48,796,0,0.652903,0.107334,0.545569,0.878923,0.103246,1.000000,-1.333621,-1.333621
MOT17,V014,542,S_r,797,46,795,0,0.867413,0.157982,0.709430,-0.006163,0.029277,1.000000,-1.526039,-1.526039
MOT17,V014,561,S_c,803,47,797,0,0.155662,0.020005,0.135656,,,0.498442,0.603972,-1.001934
MOT17,V014,562,S_r,798,68,799,0,0.590115,0.124618,0.465497,0.473459,0.123623,0.036688,-0.402897,-1.115004
MOT17,V014,563,S_h,799,67,800,0,0.459211,0.456347,0.002864,,,0.562791,0.615353,-0.300711
MOT17,V014,563,S_r,793,72,798,0,0.760073,0.029888,0.730185,0.719401,0.074007,0.174684,-0.696543,-1.471621
MOT17,V014,567,S_h,800,66,802,0,0.642789,0.248040,0.394749,,,0.437615,-0.199106,-0.996113
MOT17,V014,567,S_r,798,67,799,0,0.655722,0.447435,0.208287,-0.760034,0.026483,0.564916,-0.417258,-0.417258
MOT17,V014,569,S_r,799,66,800,0,0.727557,0.606486,0.121071,0.891970,0.007907,0.197479,-0.204487,-0.204487
MOT17,V014,569,S_c,804,68,798,0,0.245834,0.097509,0.148325,,,0.353387,0.753345,-0.998574
MOT17,V014,571,S_c,805,73,793,0,0.147161,0.000000,0.147161,,,0.239631,0.769049,-1.121199
MOT17,V014,617,S_r,798,66,799,0,0.872641,0.099960,0.772681,0.714725,0.033582,0.098039,-1.524020,-1.524020
MOT17,V014,654,S_h,786,50,788,0,0.566077,0.065755,0.500322,,,0.141066,-0.500322,-1.380916
MOT17,V015,345,S_r,825,31,823,0,0.478124,0.181182,0.296942,0.530342,0.035384,0.337721,-0.188482,-1.202500
MOT17,V015,355,S_r,825,23,817,0,0.619305,0.532594,0.086711,0.846347,0.144205,0.810983,0.367787,-0.584216
MOT17,V015,355,S_r,817,32,825,0,0.717346,0.262848,0.454498,0.345497,0.056242,0.592214,-0.367787,-0.952003
MOT17,V015,358,S_c,826,56,821,0,0.003868,0.000000,0.003868,,,0.125523,0.968882,-0.911444
MOT17,V015,379,S_c,828,23,825,0,0.065071,0.000000,0.065071,,,0.852535,0.885501,-0.891439
MOT17,V015,380,S_c,829,34,819,0,0.303725,0.111541,0.192183,,,1.000000,0.593215,-1.089171
MOT17,V015,390,S_r,817,31,825,0,0.901456,0.727370,0.174087,0.756283,0.017333,1.000000,-0.181064,-0.181064
MOT17,V015,398,S_h,825,32,817,0,0.166457,0.013627,0.152829,,,1.000000,0.703639,-1.041651
MOT17,V015,423,S_c,833,31,817,0,0.083846,0.000000,0.083846,,,0.733913,0.894058,-1.049616
MOT17,V015,430,S_c,835,57,827,0,0.151790,0.000000,0.151790,,,0.281459,0.745438,-1.033156
MOT17,V015,434,S_r,826,71,827,0,0.824028,0.168084,0.655944,0.649671,0.012658,0.245968,-1.340185,-1.340185
MOT17,V015,447,S_r,823,56,826,0,0.807188,0.010490,0.796698,0.998097,0.085445,0.051843,-1.526385,-1.526385
MOT17,V015,458,S_c,837,59,823,0,0.201658,0.112017,0.089641,,,0.250000,0.696206,-1.007614
MOT17,V015,471,S_c,838,57,835,0,0.147583,0.000000,0.147583,,,0.333333,0.784862,-1.099090
MOT17,V015,533,S_r,839,48,840,0,0.652903,0.107334,0.545569,0.878923,0.103246,1.000000,-1.333621,-1.333621
MOT17,V015,542,S_r,841,46,839,0,0.867413,0.157982,0.709430,-0.006163,0.029277,1.000000,-1.526039,-1.526039
MOT17,V015,561,S_c,847,47,841,0,0.155662,0.020005,0.135656,,,0.498442,0.603972,-1.001934
